,index,token_address,id,user,status,uri,name,description,image_url,metadata,collection,created_at,updated_at,god,set,mana,type,image,proto,tribe,attack,effect,health,rarity,quality,ETH amount,USD amount
189,189,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x99659fae8e0f73004c518eff462812e7b5bd34bdd7be50746c4d45cff216a87b,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Caller of the Hunt,,https://card.godsunchained.com/?id=844&q=3,"{'god': 'nature', 'set': 'trial', 'mana': 6, 'name': 'Caller of the Hunt', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=844&q=3', 'proto': 844, 'tribe': 'amazon', 'attack': 5, 'effect': 'Regen 3.<br>Roar: Give each friendly creature ""After this creature attacks a creature, deal 2 damage to a random enemy creature.""', 'health': 5, 'rarity': 'epic', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:55.21961Z,2021-03-29T15:40:50.878664Z,nature,trial,6,card,https://card.godsunchained.com/?id=844&q=3,844,amazon,5,"Regen 3.<br>Roar: Give each friendly creature ""After this creature attacks a creature, deal 2 damage to a random enemy creature.""",5,epic,Shadow,0.00479,20.010320800000002
190,190,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x1003d2bb943b0549d80226a75708100ab59e0dae0fd323fbc5ae6398b89c4ffb,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Vow of Champions,,https://card.godsunchained.com/?id=917&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Vow of Champions', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=917&q=4', 'proto': 917, 'tribe': '', 'attack': 0, 'effect': 'Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:54.326869Z,2021-03-29T15:40:50.802348Z,neutral,trial,2,card,https://card.godsunchained.com/?id=917&q=4,917,,0,Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.,0,common,Meteorite,4.9e-05,0.20469848000000002
191,191,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x091c867075ce1b0a3022aad0c9fe1944ec2732562cf8faf813e7d680087bf548,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Larcenous Pan,,https://card.godsunchained.com/?id=851&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 2, 'name': 'Larcenous Pan', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=851&q=4', 'proto': 851, 'tribe': 'nether', 'attack': 1, 'effect': 'Hidden. Flank. <br>When this creature attacks a god, steal 3 of their favor. (You also gain favor for attacking.)', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:54.275362Z,2021-03-29T15:40:50.811165Z,deception,trial,2,card,https://card.godsunchained.com/?id=851&q=4,851,nether,1,"Hidden. Flank. <br>When this creature attacks a god, steal 3 of their favor. (You also gain favor for attacking.)",3,common,Meteorite,1.5e-05,0.0626628
192,192,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xada7d689a0ed01ad4907baff2832d2eb4c1c42bb3c8d294799dece7b49a8a38a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Beast Speaker,,https://card.godsunchained.com/?id=942&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 4, 'name': 'Beast Speaker', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=942&q=4', 'proto': 942, 'tribe': 'mystic', 'attack': 3, 'effect': 'Roar: If you control a Wild creature, refresh 3 mana.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:54.216406Z,2021-03-29T15:40:50.78282Z,nature,trial,4,card,https://card.godsunchained.com/?id=942&q=4,942,mystic,3,"Roar: If you control a Wild creature, refresh 3 mana.",3,common,Meteorite,2.5e-05,0.10443800000000002
193,193,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xc91187328b49459c5a928669a841d698be4e7260aaf137839f28cfe016b7a967,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Forbidden Experiment,,https://card.godsunchained.com/?id=802&q=4,"{'god': 'death', 'set': 'trial', 'mana': 1, 'name': 'Forbidden Experiment', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=802&q=4', 'proto': 802, 'attack': 0, 'effect': 'Destroy one of your creatures to summon a 3/2 Experimental Outcome.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:54.163866Z,2021-04-26T00:52:30.019557Z,death,trial,1,card,https://card.godsunchained.com/?id=802&q=4,802,,0,Destroy one of your creatures to summon a 3/2 Experimental Outcome.,0,common,Meteorite,4e-05,0.16710080000000002
194,194,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x8ed284eb4c3fcfc2eec3b1d933b95b161d065d91351a6443eccb7510560d1a69,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Trial of the First Pillar,,https://card.godsunchained.com/?id=920&q=4,"{'god': 'light', 'set': 'trial', 'mana': 6, 'name': 'Trial of the First Pillar', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=920&q=4', 'proto': 920, 'tribe': '', 'attack': 0, 'effect': ""All creatures have their strength and health set to 2. Summon a 2/5 Pillar with frontline and can't attack."", 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:54.121127Z,2021-03-29T15:40:50.796208Z,light,trial,6,card,https://card.godsunchained.com/?id=920&q=4,920,,0,All creatures have their strength and health set to 2. Summon a 2/5 Pillar with frontline and can't attack.,0,rare,Meteorite,0.00018,0.7519536000000001
195,195,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x731ea91305233e5a3af2e1a68f279a2d16686c9145bc1fd3a8a849a65ffba8fc,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Sudden Rally,,https://card.godsunchained.com/?id=944&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 3, 'name': 'Sudden Rally', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=944&q=4', 'proto': 944, 'tribe': '', 'attack': 0, 'effect': 'Summon three confused 1/1 Amazon Recruits.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:53.287492Z,2021-03-29T15:40:50.748889Z,nature,trial,3,card,https://card.godsunchained.com/?id=944&q=4,944,,0,Summon three confused 1/1 Amazon Recruits.,0,common,Meteorite,2.2e-05,0.09190544
196,196,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x094bb64aba17ced6bd6cd9999fc0c961a8ce34c6b3c06391a405222a8387d021,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Dryad Seer,,https://card.godsunchained.com/?id=839&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 2, 'name': 'Dryad Seer', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=839&q=4', 'proto': 839, 'tribe': 'amazon', 'attack': 1, 'effect': 'Afterlife: Add a random Nature card to your hand.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:53.246573Z,2021-03-29T15:40:50.760452Z,nature,trial,2,card,https://card.godsunchained.com/?id=839&q=4,839,amazon,1,Afterlife: Add a random Nature card to your hand.,2,common,Meteorite,1.4e-05,0.05848528000000001
197,197,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x797df5de6dbe6709c2da78431c75ba6d7341766a4e4586106b30a4c6001dbee0,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Ornery Goat,,https://card.godsunchained.com/?id=841&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 3, 'name': 'Ornery Goat', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=841&q=4', 'proto': 841, 'tribe': 'wild', 'attack': 3, 'effect': 'Confused.<br>At the start of your turn, deal 2 damage to a random enemy creature.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:53.20617Z,2021-04-26T00:44:10.992431Z,nature,trial,3,card,https://card.godsunchained.com/?id=841&q=4,841,wild,3,"Confused.<br>At the start of your turn, deal 2 damage to a random enemy creature.",3,common,Meteorite,0.00018,0.7519536000000001
198,198,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd8c2fc156dd82cb63aa07145e78355f784ad486475145b37bc3484c891e9ffa4,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Sudden Rally,,https://card.godsunchained.com/?id=944&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 3, 'name': 'Sudden Rally', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=944&q=4', 'proto': 944, 'tribe': '', 'attack': 0, 'effect': 'Summon three confused 1/1 Amazon Recruits.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:53.166141Z,2021-03-29T15:40:50.740185Z,nature,trial,3,card,https://card.godsunchained.com/?id=944&q=4,944,,0,Summon three confused 1/1 Amazon Recruits.,0,common,Meteorite,2.2e-05,0.09190544
199,199,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xe91b9295abb5ba59eab56d9f51ad8e6cab574f66f3bcef3974e5ee33a10cbe19,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Selena's Insight,,https://card.godsunchained.com/?id=928&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 6, 'name': ""Selena's Insight"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=928&q=4', 'proto': 928, 'tribe': '', 'attack': 0, 'effect': 'Target friendly creature attacks a random enemy creature. <br>If your creature survives and the enemy creature dies, destroy all enemy creatures.', 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:53.125659Z,2021-03-29T15:40:50.73988Z,nature,trial,6,card,https://card.godsunchained.com/?id=928&q=4,928,,0,"Target friendly creature attacks a random enemy creature. <br>If your creature survives and the enemy creature dies, destroy all enemy creatures.",0,rare,Meteorite,0.00017,0.7101784000000001
200,200,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x72d8c6108ae7df86eacb6c5c5f57f65c4e18d0a680ad5f23c6e7a548e9d55683,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Commander's Gladius,,https://card.godsunchained.com/?id=862&q=4,"{'god': 'war', 'set': 'trial', 'mana': 2, 'name': ""Commander's Gladius"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=862&q=4', 'proto': 862, 'tribe': '', 'attack': 1, 'effect': 'Godblitz.<br>Roar: Give +1/+1 to a random creature<br>in your hand.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:51.697512Z,2021-03-29T15:40:50.655078Z,war,trial,2,card,https://card.godsunchained.com/?id=862&q=4,862,,1,Godblitz.<br>Roar: Give +1/+1 to a random creature<br>in your hand.,2,common,Meteorite,4.9e-05,0.20469848000000002
201,201,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x4052b9f5c3eca7102fbe39c9187e98d7d009189595b96f3c6a4e9af07c988465,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Light,,https://card.godsunchained.com/?id=938&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Light', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=938&q=4', 'proto': 938, 'attack': 0, 'effect': 'Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:51.655649Z,2021-04-26T00:53:48.700228Z,light,trial,2,card,https://card.godsunchained.com/?id=938&q=4,938,,0,"Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""",0,common,Meteorite,1.4e-05,0.05848528000000001
202,202,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x6b83c02f69254586fd3935c85a9b758c1bec669d6ebe0dea5599c649ec3e3b7d,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Light,,https://card.godsunchained.com/?id=938&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Light', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=938&q=4', 'proto': 938, 'attack': 0, 'effect': 'Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:51.614848Z,2021-04-26T00:50:05.736279Z,light,trial,2,card,https://card.godsunchained.com/?id=938&q=4,938,,0,"Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""",0,common,Meteorite,1.4e-05,0.05848528000000001
203,203,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xa1974beb59f55d7c4e3079603736deb789ef0c5fb5f251fcc2b567e987d1b654,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Skull Scepter,,https://card.godsunchained.com/?id=806&q=4,"{'god': 'death', 'set': 'trial', 'mana': 2, 'name': 'Skull Scepter', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=806&q=4', 'proto': 806, 'attack': 0, 'effect': 'After one of your creatures die, deal 1 damage to your opponent’s god.', 'health': 1, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:51.573858Z,2021-04-26T00:52:30.014467Z,death,trial,2,card,https://card.godsunchained.com/?id=806&q=4,806,,0,"After one of your creatures die, deal 1 damage to your opponent’s god.",1,rare,Meteorite,0.00057,2.3811864000000003
204,204,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd313c79e6f43dd186a3a180381548c6f7744cf9c5a24d46e3849b9a4e130516d,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Pallas' Wand,,https://card.godsunchained.com/?id=831&q=3,"{'god': 'magic', 'set': 'trial', 'mana': 2, 'name': ""Pallas' Wand"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=831&q=3', 'proto': 831, 'attack': 0, 'effect': 'After you play a Magic card, give +1 durability to this relic.<br>Ability: Draw a card, and give -3 durability to this relic.', 'health': 2, 'rarity': 'legendary', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:51.534891Z,2021-04-26T00:50:54.860644Z,magic,trial,2,card,https://card.godsunchained.com/?id=831&q=3,831,,0,"After you play a Magic card, give +1 durability to this relic.<br>Ability: Draw a card, and give -3 durability to this relic.",2,legendary,Shadow,0.0205,85.63916000000002
205,205,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x3b123a07c7fb8e668644e918fb517dc78f2c8d5035167a3ad2f1711360410420,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frumentarii Instigator,,https://card.godsunchained.com/?id=890&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Frumentarii Instigator', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=890&q=4', 'proto': 890, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Draw a card for <br>each other Guild creature <br>on the board.', 'health': 4, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:50.441054Z,2021-04-26T00:46:02.089695Z,neutral,trial,4,card,https://card.godsunchained.com/?id=890&q=4,890,guild,3,Roar: Draw a card for <br>each other Guild creature <br>on the board.,4,common,Meteorite,3e-05,0.1253256
206,206,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x0bfcc12c705eb128ef169474d1ca2cf7b547a481c8ff3abe8471e096daaf7c34,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Parthene Democracy,,https://card.godsunchained.com/?id=875&q=4,"{'god': 'light', 'set': 'trial', 'mana': 3, 'name': 'Parthene Democracy', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=875&q=4', 'proto': 875, 'tribe': '', 'attack': 0, 'effect': 'Draw a card.<br>Give +1 health to each creature in your deck.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:50.399358Z,2021-03-29T15:40:50.53572Z,light,trial,3,card,https://card.godsunchained.com/?id=875&q=4,875,,0,Draw a card.<br>Give +1 health to each creature in your deck.,0,common,Meteorite,3.4e-05,0.14203568000000003
207,207,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x1c7fe1db18f0e50b8afc7634d07737779424e6e9c9f3a2d9eae75221356f402e,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Militant Extortionist,,https://card.godsunchained.com/?id=895&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 1, 'name': 'Militant Extortionist', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=895&q=4', 'proto': 895, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Steal 2 favor from your opponent.', 'health': 1, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:50.357888Z,2021-03-29T15:40:50.530787Z,neutral,trial,1,card,https://card.godsunchained.com/?id=895&q=4,895,guild,3,Roar: Steal 2 favor from your opponent.,1,common,Meteorite,1.7e-05,0.07101784000000001
208,208,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x13c32566628c4458ac478779b59fda9e3edcb22b448c6008b2af1c934cd24d41,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frumentarii Instigator,,https://card.godsunchained.com/?id=890&q=2,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Frumentarii Instigator', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=890&q=2', 'proto': 890, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Draw a card for <br>each other Guild creature <br>on the board.', 'health': 4, 'rarity': 'common', 'quality': 'Gold'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:50.31601Z,2021-04-26T00:43:45.818514Z,neutral,trial,4,card,https://card.godsunchained.com/?id=890&q=2,890,guild,3,Roar: Draw a card for <br>each other Guild creature <br>on the board.,4,common,Gold,0.0019,7.937288000000001
209,209,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xe9a413cebe891bffea2adc933a7cb0afdc9fc999c3765e2b100997d3e0bd5cf6,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Form of Unity,,https://card.godsunchained.com/?id=817&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 3, 'name': 'Form of Unity', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=817&q=4', 'proto': 817, 'tribe': '', 'attack': 0, 'effect': 'Deal 2 damage to a character for each friendly creature on the board.', 'health': 0, 'rarity': 'epic', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:50.274654Z,2021-03-29T15:40:50.51849Z,magic,trial,3,card,https://card.godsunchained.com/?id=817&q=4,817,,0,Deal 2 damage to a character for each friendly creature on the board.,0,epic,Meteorite,0.00163,6.8093576
210,210,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xb6a22e0f14c61422bab650a2bb42106d7f0b10fb0536c21322ae2ffb558273a4,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Enchanted Vines,,https://card.godsunchained.com/?id=837&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 6, 'name': 'Enchanted Vines', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=837&q=4', 'proto': 837, 'tribe': '', 'attack': 0, 'effect': 'Deal 3 damage to four random creatures.<br>Add a random Nature card to your hand.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:49.007347Z,2021-03-29T15:40:50.434664Z,nature,trial,6,card,https://card.godsunchained.com/?id=837&q=4,837,,0,Deal 3 damage to four random creatures.<br>Add a random Nature card to your hand.,0,common,Meteorite,9e-05,0.37597680000000006
211,211,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x2a594d97cfd4da3f2e277e75060db4214c6612603f5791e1c4361ad549780dba,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Rod of Rodents,,https://card.godsunchained.com/?id=814&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 3, 'name': 'Rod of Rodents', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=814&q=4', 'proto': 814, 'attack': 1, 'effect': 'After you cast a spell<br>that costs 3 or less,<br>summon a 1/1 Rat.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:48.96723Z,2021-04-26T00:45:03.473302Z,magic,trial,3,card,https://card.godsunchained.com/?id=814&q=4,814,,1,"After you cast a spell<br>that costs 3 or less,<br>summon a 1/1 Rat.",2,common,Meteorite,1.5e-05,0.0626628
